content,offset,samples,alpha,beta,gamma,delta,theta
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,24000,15,0.324102994,0.583380186,0.665691747,0.294604353,0.20323668
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,25000,13,0.679315767,0.516801184,0.870605793,0.109802175,0.635602995
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,26000,14,0.050431982,0.243106275,0.30087278,0.172317758,0.037768646
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,27000,14,0.23539503,0.243440163,0.270850471,0.187927904,0.255247132
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,28000,14,0.340549452,0.303905592,0.493290453,0.609472496,0.062723895
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,29000,14,0.71435281,0.786043233,1.201067704,0.932045988,1.000923562
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,30000,15,0.420939442,0.588596216,0.511060031,1.072143372,0.797918565
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,31000,14,0.327862432,0.408291528,0.717183486,0.224094868,0.233067121
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,32000,14,0.368825282,0.35261771,0.481043496,-0.127989042,0.248124197
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,33000,16,0.619509543,0.39314351,0.59353503,0.42709099,0.723813217
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,34000,16,0.488400348,0.37469427,0.432358917,-0.058186344,0.041982119
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,35000,13,0.302593031,0.148648175,0.434536265,0.617488869,0.206613192
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,36000,14,0.772858913,0.315597846,0.674511584,0.356291356,0.560803046
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,37000,14,0.791668452,0.709684121,0.60829367,0.341799905,0.25469881
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,38000,14,0.194756758,0.642502175,0.485017134,-0.002361007,0.281980226
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,39000,13,0.87950499,0.589628654,0.398848983,0.327206339,0.359009124
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,40000,14,-0.037658713,0.073245156,0.139974909,-0.107607443,-0.163421881
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,41000,15,0.679049288,0.269276231,0.394937835,0.165011442,0.101180292
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,42000,16,0.235684971,0.345878628,0.384458159,-0.039628203,-0.00789009
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,43000,15,0.230404586,0.229227151,0.366056071,0.396504026,0.155160741
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,44000,13,0.538897829,0.278093267,0.751945812,0.064922069,0.197855053
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,45000,14,0.493885377,0.510878844,0.476438511,0.568142411,0.164850301
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,46000,14,0.109897491,0.119905968,0.431397519,-0.02379001,-0.054140982
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,47000,16,0.667240741,0.46610178,0.894534369,0.686949339,0.481336668
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,48000,14,0.89391685,0.55908552,0.706415798,0.608932185,0.98750905
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,49000,13,0.533420985,0.503334579,0.788567532,-0.129487804,-0.055237976
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,50000,14,0.435652492,0.281152198,0.67727516,0.303886259,0.396643252
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,51000,14,0.234210902,0.296059402,1.002339796,0.353861813,0.599902608
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,52000,15,0.368905609,0.582894613,0.553119171,0.085843427,-0.041608834
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,53000,12,0.474655125,0.422220412,0.776680499,0.250872904,0.220787417
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,54000,14,0.081479251,0.183300814,0.266573705,0.268073206,0.19511003
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,55000,15,0.390615996,0.017937418,0.197034044,-0.185815732,-0.10038186
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,56000,14,-0.049626723,0.043620595,0.047730966,-0.0158717,0.020768486
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,57000,15,0.313696917,0.379393885,0.350769066,0.112774609,0.123654371
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,58000,13,0.057486761,0.384778567,0.361922768,0.433515656,0.051908079
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,59000,14,0.134138349,0.279790304,0.175058369,0.275636361,0.004664186
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,60000,3,0.914384997,1.04831693,1.272065649,0.424442913,1.381280686
debe6e85d2a063f353e6383f6aae0dbcf4dcac5e.webm,0,13,0.270520303,0.36125821,0.413753465,0.618495766,0.320297598
debe6e85d2a063f353e6383f6aae0dbcf4dcac5e.webm,1000,16,0.331817616,0.384955633,0.525749374,0.318343143,0.887212383
debe6e85d2a063f353e6383f6aae0dbcf4dcac5e.webm,2000,13,0.138919624,0.052831736,0.07232325,0.058349562,0.240406326
debe6e85d2a063f353e6383f6aae0dbcf4dcac5e.webm,3000,13,0.322542691,0.290096671,0.325468096,0.494477168,0.076173375
debe6e85d2a063f353e6383f6aae0dbcf4dcac5e.webm,4000,14,0.515365986,0.663281471,0.431375338,-0.07350413,0.428366397
debe6e85d2a063f353e6383f6aae0dbcf4dcac5e.webm,5000,16,0.29156435,0.736091155,0.615144475,0.158189549,0.212514174
debe6e85d2a063f353e6383f6aae0dbcf4dcac5e.webm,6000,14,0.64069239,0.685964162,0.503712246,0.144997307,0.690270319
debe6e85d2a063f353e6383f6aae0dbcf4dcac5e.webm,7000,14,0.843736807,0.926447666,0.643317114,0.191134745,0.208357552
debe6e85d2a063f353e6383f6aae0dbcf4dcac5e.webm,8000,14,0.366007933,0.407170771,0.352558664,0.214597095,0.272546622
debe6e85d2a063f353e6383f6aae0dbcf4dcac5e.webm,9000,14,1.201598471,0.793578776,0.767618792,0.412023353,0.48420065
debe6e85d2a063f353e6383f6aae0dbcf4dcac5e.webm,10000,13,0.801731141,0.652650735,0.547376021,0.343643229,0.376384548
debe6e85d2a063f353e6383f6aae0dbcf4dcac5e.webm,11000,15,0.311721101,0.359785273,0.401818741,0.412210895,0.575127863
debe6e85d2a063f353e6383f6aae0dbcf4dcac5e.webm,12000,16,0.805443625,0.732805839,0.676243857,0.644794353,0.742195068
debe6e85d2a063f353e6383f6aae0dbcf4dcac5e.webm,13000,13,0.557353966,0.651191078,0.241405251,-0.165412632,0.109868376
debe6e85d2a063f353e6383f6aae0dbcf4dcac5e.webm,14000,15,0.748061283,0.823697065,0.670921585,0.319143582,0.640349008
debe6e85d2a063f353e6383f6aae0dbcf4dcac5e.webm,15000,2,0.282143963,0.340820679,0.193430116,0.162060119,-0.064293722
b196451c98d8d5e40f4f4657afd25cfa0b840939.webm,0,16,0.745989196,0.967864841,0.742433132,0.630453139,0.699789195
b196451c98d8d5e40f4f4657afd25cfa0b840939.webm,1000,15,0.597095115,1.006921355,0.406351657,0.368007967,0.827807147
b196451c98d8d5e40f4f4657afd25cfa0b840939.webm,2000,11,0.725933149,0.344972699,0.346805704,0.860058525,0.55678701
b196451c98d8d5e40f4f4657afd25cfa0b840939.webm,3000,13,0.969789561,0.512535121,0.878549646,0.465555475,0.730492842
b196451c98d8d5e40f4f4657afd25cfa0b840939.webm,4000,16,0.766788314,0.379879372,0.556922897,0.209999505,0.159996475
b196451c98d8d5e40f4f4657afd25cfa0b840939.webm,5000,16,0.720388461,0.726700655,0.575405636,0.647507014,1.415802827
b196451c98d8d5e40f4f4657afd25cfa0b840939.webm,6000,13,0.86102686,1.169937611,0.254055719,0.691068901,0.51827785
b196451c98d8d5e40f4f4657afd25cfa0b840939.webm,7000,13,0.74930741,0.997331701,0.701904438,0.92016861,1.126227997
b196451c98d8d5e40f4f4657afd25cfa0b840939.webm,8000,16,1.329365609,1.64432847,1.439953114,2.176184761,1.446071292
b196451c98d8d5e40f4f4657afd25cfa0b840939.webm,9000,15,0.843722192,0.456931934,0.408126268,0.27553843,0.50049596
b196451c98d8d5e40f4f4657afd25cfa0b840939.webm,10000,14,1.142980116,0.650684679,0.789448901,0.874575367,0.499710322
b196451c98d8d5e40f4f4657afd25cfa0b840939.webm,11000,15,1.327802813,1.37654003,0.934106663,1.398822566,1.75755985
b196451c98d8d5e40f4f4657afd25cfa0b840939.webm,12000,13,0.927778532,0.999559384,1.175693056,1.289278128,0.91876725
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,0,14,1.959462694,1.700090994,1.547089688,1.067876692,1.375390286
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,1000,12,2.951232245,2.529358345,1.764753479,1.979182254,2.253802021
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,2000,13,0.561299434,0.814409744,1.065108332,1.125193961,1.877626005
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,3000,15,1.464496167,1.131068177,0.975123776,1.556385408,1.091039087
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,4000,15,0.664152293,0.840465628,0.466474817,0.384470902,0.263491622
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,5000,14,0.894155455,1.755596524,0.990173719,0.714625743,0.771008208
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,6000,15,0.353618926,0.7274425,0.495733623,0.137937505,-0.008744874
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,7000,12,0.158662132,0.353005084,0.490667308,0.162729256,0.346343372
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,8000,16,0.747001867,0.759693933,0.794623266,0.737822872,1.501075426
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,9000,13,0.813861423,1.480053321,0.754334181,1.009889645,1.166962661
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,10000,14,0.271476312,0.271865068,0.235693565,0.444134035,0.221543394
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,11000,13,0.97003561,0.661072207,0.71395654,1.167354733,0.28671104
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,12000,16,1.109525087,0.914243047,0.767600415,0.546750756,0.592044038
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,13000,13,0.733435986,0.563213517,0.902406967,0.576058174,0.923501116
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,14000,14,1.039223733,1.018731239,1.161734332,0.736085715,0.709900483
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,15000,14,0.383371106,0.5414153,0.277055824,0.410360053,0.423739144
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,16000,13,0.188787971,0.307050314,0.236117789,0.058704755,0.568988367
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,17000,15,0.128177317,0.47758425,0.58345712,0.37078206,0.325306973
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,18000,15,0.482631892,0.708236179,0.66239263,0.303539832,0.170576588
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,19000,13,0.299745807,0.650213421,0.536659077,0.66719834,0.844748141
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,20000,16,0.578507607,0.630216014,0.485476696,-0.003898138,0.373587796
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,21000,13,0.555269989,0.315500557,0.145462757,0.24626169,0.609735199
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,22000,15,0.321565061,0.343767101,0.473974849,0.103026417,0.258006638
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,23000,14,0.079460945,0.389164649,0.321219481,0.051216092,-0.024343285
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,24000,15,0.15262835,0.737689509,0.639738667,0.123944117,0.188287896
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,25000,15,0.047394964,0.206253046,0.28042586,-0.155074507,0.004335613
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,26000,13,0.162692655,0.586808524,0.238969057,0.316664923,0.201775591
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,27000,11,0.318868937,0.712621159,0.4010771,0.069080407,0.005420518
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,28000,13,0.503189705,0.461373723,0.336539747,0.010019533,0.353003864
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,29000,14,0.336577259,0.764119041,0.834615109,0.425659863,0.275843507
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,30000,15,0.186755401,0.323934705,0.090247779,0.289198331,0.253334465
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,31000,14,0.482267726,0.540311013,0.455402384,0.416962415,0.517146991
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,32000,14,0.678862495,0.890397827,0.594870207,0.807973146,0.589171041
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,33000,14,0.45693094,0.490964126,0.443243393,-0.062886911,0.634250627
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,34000,16,0.512179125,0.917475058,0.296996907,0.67374066,0.766812944
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,35000,14,0.754643262,0.706723554,0.382570186,-0.008284092,0.073109137
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,36000,14,0.764112459,0.588639027,0.402947913,0.306833945,1.025030281
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,37000,14,1.771485408,1.080353935,0.934963687,1.491061273,1.554722965
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,38000,15,0.310664743,0.54705426,0.440155542,0.054532125,0.523760911
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,39000,13,0.671599735,0.949126985,0.989660786,0.727061509,0.548051946
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,40000,12,0.345652197,0.375374695,0.436094472,-0.044499946,0.231021281
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,41000,15,0.379368627,0.906299203,0.382118965,0.104495684,0.376218983
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,42000,15,0.258188049,0.563401267,0.365514502,0.0126914,0.301547338
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,43000,16,0.807635685,0.635960169,0.668619736,0.843298839,0.469205905
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,44000,15,0.398488284,0.298400747,0.588416009,0.004597374,0.548732743
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,45000,14,0.74161635,0.454486804,0.614859373,0.812702293,0.885723428
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,46000,14,0.010267205,0.225834411,0.275928774,0.019987911,0.179439924
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,47000,13,0.07795825,0.643876175,0.945165902,0.398633371,-0.023298801
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,48000,15,0.938288973,0.91201575,0.878154678,0.596564288,0.464679316
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,49000,12,0.208900833,0.462656777,0.478340186,0.180719697,1.015968502
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,50000,14,0.249472092,0.600208392,0.494018609,0.233329142,-0.050203445
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,51000,15,0.333761462,0.561494601,1.089905625,0.185939025,0.14213827
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,52000,16,0.094852303,0.427070341,0.287786246,0.035720828,0.031149294
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,53000,15,0.145308661,0.206932477,0.507739188,0.56943361,0.147987664
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,54000,12,0.363862073,0.650428292,0.841664104,-0.189757649,0.169963606
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,55000,17,0.957121243,0.87876713,0.637088081,-0.040167626,0.6444658
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,56000,14,0.728439317,0.798170423,1.083069153,0.840371251,0.839447893
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,57000,13,0.666018708,0.919040938,0.907589516,0.355942296,0.608126621
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,58000,13,0.259692335,0.379938974,0.16096025,0.053254112,0.296856705
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,59000,15,0.816077253,1.000211208,0.452377511,0.236468991,0.50820186
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,60000,16,0.483462157,0.602323457,0.679108073,0.136303786,0.545100776
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,61000,12,0.564765459,0.507973233,0.947120413,0.192116362,-0.102114451
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,62000,14,0.775231573,1.387233021,0.791989792,0.605054217,0.478339838
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,63000,16,0.509551631,0.487368444,0.297490444,0.729779021,0.238505384
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,64000,14,0.67302827,0.675292516,0.597104731,0.247098176,0.421218915
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,65000,17,0.428298391,0.728806189,0.464475515,0.558877828,0.343515792
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,66000,14,0.681146354,0.806050519,0.59660077,0.019178046,0.358639195
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,67000,14,0.112214651,0.39274075,0.563308365,-0.214309664,-0.070941261
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,68000,13,0.152307947,0.457313411,0.428802567,-0.046506626,-0.025401888
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,69000,16,0.09943505,0.528064144,0.519360644,-0.115686057,-0.030839742
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,70000,14,0.549491699,0.728327121,0.625002966,0.081075045,0.300325467
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,71000,15,0.479621795,0.482638047,0.310226275,0.184083712,0.241494976
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,72000,12,0.289423519,0.556069439,0.44874846,0.643696272,0.462925275
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,73000,14,0.561405158,0.543573118,0.700613501,0.529042421,0.455317405
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,74000,13,0.086337243,0.727946495,0.972906193,0.015586236,0.00203444
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,75000,14,0.551607609,0.232513502,0.272037434,0.32426178,0.07951942
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,76000,14,0.407118827,0.630880443,0.438245359,0.564233068,0.133421077
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,77000,14,0.742116437,0.81801541,0.470520875,0.323290618,0.531500378
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,78000,13,0.587762659,0.641998553,0.3711198,0.287379189,0.229719967
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,79000,14,0.410607954,0.701294425,0.287589728,0.425927926,0.115590789
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,80000,15,0.14873695,0.40781644,0.450022274,0.034189382,-0.028517437
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,81000,16,0.208201933,0.487668728,0.373383928,0.099495828,0.410011137
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,82000,16,0.144935576,0.749389661,0.573783845,0.553533288,0.181014459
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,83000,13,0.742272303,1.215900121,0.669712592,0.479413278,0.462286685
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,84000,13,-0.009822369,0.16511594,0.52062204,0.174093337,0.112431787
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,85000,15,0.431465906,0.4815966,0.530602872,0.474065197,0.291266039
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,86000,14,0.376143759,0.759860298,0.507460654,0.105514548,-0.015131875
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,87000,13,0.309227057,0.399733163,0.295913851,0.401703642,0.222570593
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,88000,11,0.248987849,0.529255063,0.615520006,0.279708015,0.158237584
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,89000,17,0.855141912,0.508252799,0.551274375,0.560656503,0.722226597
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,90000,14,0.652719619,0.623765854,0.796879315,0.518319352,0.517982116
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,91000,14,0.102079455,0.08000186,0.164227567,0.12380085,-0.118380175
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,92000,14,0.156261802,0.80036758,0.65848185,0.498094716,0.359857187
14af4bd03dd17d067ddfbcfe33fb408f3ff7727d.webm,93000,4,0.809985548,1.551815024,0.572367883,0.542484964,0.640339737
d2a98dd158531b6b70ae88bc1669a4938e80f2b3.webm,0,15,0.47986113,0.315941981,0.225382516,0.438954956,0.459000511
d2a98dd158531b6b70ae88bc1669a4938e80f2b3.webm,1000,15,1.058075357,0.99798585,0.652744261,0.477409027,0.468366381
d2a98dd158531b6b70ae88bc1669a4938e80f2b3.webm,2000,14,0.282640661,0.674068943,0.509942271,0.030515849,0.143139731
d2a98dd158531b6b70ae88bc1669a4938e80f2b3.webm,3000,13,-0.018008104,0.529341739,0.599687325,-0.227039833,-0.0264763
d2a98dd158531b6b70ae88bc1669a4938e80f2b3.webm,4000,14,0.73176034,0.36884804,0.459233165,0.319304094,0.319739835
d2a98dd158531b6b70ae88bc1669a4938e80f2b3.webm,5000,13,1.449011393,0.922971078,0.937910783,0.591005952,0.43071517
d2a98dd158531b6b70ae88bc1669a4938e80f2b3.webm,6000,15,0.278447206,0.698734101,0.634207291,0.228131212,0.201481622
d2a98dd158531b6b70ae88bc1669a4938e80f2b3.webm,7000,14,0.782475451,0.725772691,0.724901191,0.083399527,0.308761908
d2a98dd158531b6b70ae88bc1669a4938e80f2b3.webm,8000,14,0.389402043,0.448092975,0.15394333,-0.127440829,-0.097646995
d2a98dd158531b6b70ae88bc1669a4938e80f2b3.webm,9000,13,0.421015057,1.125511559,0.950565346,-0.003821255,0.296657108
d2a98dd158531b6b70ae88bc1669a4938e80f2b3.webm,10000,14,0.18171663,0.461951217,0.463589587,0.347089504,0.47232966
d2a98dd158531b6b70ae88bc1669a4938e80f2b3.webm,11000,12,0.930731458,0.610711835,0.524821867,0.610168555,0.494665181
d2a98dd158531b6b70ae88bc1669a4938e80f2b3.webm,12000,14,0.946477582,1.119229549,0.991544604,0.658337333,0.792297683
d2a98dd158531b6b70ae88bc1669a4938e80f2b3.webm,13000,10,0.147846447,-0.062054744,-0.056533303,0.300306095,0.418641851
d2a98dd158531b6b70ae88bc1669a4938e80f2b3.webm,14000,14,0.624402707,0.977437111,0.446956379,0.900580703,0.853237558
f4fe3c181306e1217793243ab05d093a646ef5a5.webm,0,12,0.740432206,0.592693982,0.413713648,0.783239235,1.216520636
f4fe3c181306e1217793243ab05d093a646ef5a5.webm,1000,14,0.235386534,0.41981088,0.274015899,0.332780185,0.350687461
f4fe3c181306e1217793243ab05d093a646ef5a5.webm,2000,13,0.250226972,0.943047522,0.532868277,0.598118572,0.51025098
